name,category,sub_category,photo,ratings,no_of_ratings,price,stock,color,keywords,discount
BeeWee® - Soft Bag Butterfly Plush Backpack Stuff Toys School Picnic for Toddler Babies Kids 2 to 6 Years Boys and Girls 3...,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71wt1p2ZS0L._AC_UL320_.jpg,4.1,73,0.12,347,Green,BeeWee® - Soft Bag Butterfly,7.035017473799472
MOCA Girls Women's Touch Screen wallet sling bag for with Mobile Cell Phone holder Pocket Wallet Hand Purse Clutch Crossbo...,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41TXKz97P1L._AC_UL320_.jpg,3.7,27,0.29,569,Orange,Screen wallet sling,17.040512452575058
"HAMMONDS FLYCATCHER Genuine Leather Card Holder for Men & Card Holder for Women, Black | RFID Protected Leather Card Holde...",bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/913DnQru1YS._AC_UL320_.jpg,4.0,137,0.19,690,Pink,Genuine Leather Card,4.203278315344524
"Saugat Traders Small Hand Clutch for Women - Girls Hand Wallet - Gift for Sister, Wife, Girlfriend - Anniversary Gift - Bi...",bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71wAUd7sEYL._AC_UL320_.jpg,4.7,4,0.09,845,Pink,- Anniversary Gift - Bi...,12.636043387202275
Cross Brown Leather Men's Wallet (AC1368072_1-3),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81CxI4XKwsL._AC_UL320_.jpg,4.3,204,0.33,177,Orange,Brown Leather Men's Wallet,2.282562885084735
ATM Card Holder and Credit Debit Card Holder Case Wallet for Men/Women 1 PCS (Plastic Card Holder),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41puttE4NKL._AC_UL320_.jpg,5.0,1,0.09,39,Green,for Men/Women 1 PCS (Plastic,19.05400159900642
Baggit Women's 3 Fold Wallet - Small (Red),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51wkKRluH3L._AC_UL320_.jpg,4.4,9,0.14,192,Purple,3 Fold Wallet -,1.1497848701730673
Hidesign Women's NATALIE 01 Handbag,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71DvOUOhmML._AC_UL320_.jpg,3.5,14,0.22,21,Blue,Hidesign Women's NATALIE 01,0.5530986976344876
Tommy Hilfiger Tan Leather Men's Wallet (8903496110555),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71x5NMS0EfL._AC_UL320_.jpg,4.2,85,0.45,828,Yellow,Hilfiger Tan Leather,5.060249176687922
Tommy Hilfiger Erick Mens Leather Slimfold Wallet Navy (8903496156942),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/717l--uGNgL._AC_UL320_.jpg,5.0,4,0.37,439,Purple,Wallet Navy (8903496156942),4.446338812942045
The Bling Stores Personalized Genuine PU Leather Women Clutch and Wallet Combo for Couple/Name Crafted/ 1 Charms/Couple Co...,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/515WLLhhGqL._AC_UL320_.jpg,4.7,8,0.29,795,Green,Stores Personalized Genuine PU,7.894404928588903
Leaf Gardening Good Luck Golden Money Plant,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41-FP5iwI-L._AC_UL320_.jpg,1.5,2,0.04,462,Blue,Leaf Gardening Good Luck Golden,19.293172449974936
Tommy Hilfiger Navy & Brown Leather Men's Wallet (8903496159899),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61k4ZiyAoMS._AC_UL320_.jpg,4.3,74,0.4,31,Green,Leather Men's Wallet (8903496159899),20.430258769919284
GUSTAVE® Men's Cigarette Case Retro Metal Portable 20 Sticks Ordinary Cigarettes Boxes Brass 20Sticks Best Gift for A Man,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ZwKFqudSL._AC_UL320_.jpg,4.3,98,0.15,554,Red,Sticks Ordinary Cigarettes,18.484475982387796
Alexvyan Small Bi-Fold RFID Womens Leather Purse Wallet Card Organizer Female Hand Clutch Women/ Ladies/ Girls Wallets Cre...,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/719-ZZBxWRL._AC_UL320_.jpg,4.1,412,0.09,961,Purple,Female Hand Clutch Women/,27.78824544691381
GUSTAVE® Retro Metal Cigarette Case - Cigggrate Case - Cigarette Case for Men Stylish - Double Sided Spring Clip Open Pock...,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61D2tehwy4L._AC_UL320_.jpg,4.0,59,0.07,948,White,Case for Men Stylish -,7.186579740085203
Husk N Hoof RFID Blocking Leather Slim Credit Card Holder Wallet for Men Women Blue,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/8182dFAqhcL._AC_UL320_.jpg,3.9,0,0.19,349,White,Holder Wallet for Men,23.68810994034354
Fashion Freak Leather Credit Card Holder -Slim Minimalist Front Pocket RFID Blocking Leather Wallets for Men Women (Black),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71-dlQsUxaL._AC_UL320_.jpg,4.0,0,0.24,509,Red,Wallets for Men,11.285094621969426
"Poland Men Highly Finished Leather Coin, Credit, Debit Card Wallet (Tan)",bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31CEz4rZgmL._AC_UL320_.jpg,3.6,257,0.06,876,Purple,"Finished Leather Coin, Credit,",10.739567146015158
ABYS Genuine Leather Id Holder for Men and Women||Coin Purse||Business Card Case||Card Holder||Debit Card Holder ||Credit ...,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81ESsV6xXDL._AC_UL320_.jpg,4.0,178,0.14,58,Pink,Case||Card Holder||Debit Card,23.626493037501557
"ALSU Women's Faux Leather Hand Wallet Clutch with Phone Pocket, 6 Card Slots (shd-0004blk, Black)",bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Qc7vUvL4L._AC_UL320_.jpg,3.9,188,0.24,824,Black,Clutch with Phone,4.094670366335734
ABYS Genuine Leather Brown Credit Card Case||Business Card Holder||Travel Wallet with Zipper Closure for Men & Women,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/812qf-h8H9L._AC_UL320_.jpg,3.3,23,0.14,991,Pink,Credit Card Case||Business Card Holder||Travel,25.94110192272874
Lino Perros Womens Brown Coloured Wallet (Brown_Frsz),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71WwrRmNQUL._AC_UL320_.jpg,4.0,57,0.29,582,Black,Perros Womens Brown Coloured,13.930215900305834
R K Aluminium Men Anti RIFD Scanning Card Holder(black),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61JW4FB0URL._AC_UL320_.jpg,3.4,25,0.07,28,Black,R K Aluminium Men,29.229399706816427
Cross Black Leather Men's Wallet & Pen Combo Set (ACC1408_2-1),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61E3TKmRM0L._AC_UL320_.jpg,4.1,30,0.39,343,Pink,Men's Wallet & Pen,27.321047325089356
HIDE & SKIN Leather Unisex Travel Accessory- Bi-Fold Wallet(RUST),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81ixGdIXPNL._AC_UL320_.jpg,4.1,820,0.29,836,Blue,Unisex Travel Accessory-,16.147357478206654
URBAN FOREST Zylo RFID Blocking Vintage Green Leather Wallet + Keychain + Pen Combo Gift Set for Men,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91H4zZSV08L._AC_UL320_.jpg,4.1,166,0.29,170,Blue,FOREST Zylo RFID,24.572598215814203
Parteet Unicorn Printed Multipurpose Coin - Earphone Pouch Return Gift (Pack of 6),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81XT5cHKjfL._AC_UL320_.jpg,3.6,50,0.1,165,Orange,Return Gift (Pack of 6),11.41005717752969
The Clownfish Women's Erika Printed Handicraft Fabric and Vegan Leather Sling Bag with Multiple Card Slots and Shoulder Be...,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71xpyxEvuGL._AC_UL320_.jpg,3.3,13,0.24,686,Purple,with Multiple Card Slots and,26.036875089206404
"Hammonds Flycatcher Genuine Ladies Purse Leather, Brown | 8 Cards Slots in Ladies Purse | RFID Protection | 1 ID Slots | 5...",bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81wdz5v-YpL._AC_UL320_.jpg,4.2,164,0.29,714,Black,8 Cards Slots,11.72323102596849
"EAGLE CREST Harpy Vintage Brown, Embossed Leather Wallet for Men",bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81pJtfwn9SL._AC_UL320_.jpg,3.1,20,0.29,524,Blue,"CREST Harpy Vintage Brown, Embossed",15.923062387658431
KELILE INDIA RFID Protected Wallet for Men Light Blue Khadi Polyester Fabric Water Resistance - (No Leather),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61OuiJBD0bL._AC_UL320_.jpg,4.1,49,0.19,400,Pink,INDIA RFID Protected,17.7964160558018
lynx Women's Clutch,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81LOBuedjmL._AC_UL320_.jpg,4.0,675,0.14,697,Red,lynx Women's Clutch,25.592776311016106
Sio™ Men's Genuine Leather Cash Pouch Money Carrying Pouch Multipurpose travel Pouch Leather Big Wrist Clutch Bags Busines...,bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81NcpHUDSkL._AC_UL320_.jpg,3.8,121,0.14,735,Red,Pouch Money Carrying,12.417474621423231
TeeMoods Nylon Men's Wallet (TM-C-1705_Green),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71+tCVYglVL._AC_UL320_.jpg,3.6,80,0.14,194,Red,TeeMoods Nylon Men's Wallet (TM-C-1705_Green),24.727813426400267
Baggit Women's 2 Fold Wallet - Large (Blue),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51BeBFjIwkL._AC_UL320_.jpg,0.0,0,0.19,707,Yellow,Fold Wallet - Large,5.783249353022546
GlidingGear Co. Leather Wallet for Men (Brown),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91pVrwShloL._AC_UL320_.jpg,2.5,3,0.24,641,Yellow,GlidingGear Co. Leather Wallet for,25.426819557752744
Kraptick Jinbaolai Double Zipper Multipurpose Stylish Casual Artificial Leather Wallet for Men (Brown),bags & luggage,Wallets,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41mfdOd0AtL._AC_UL320_.jpg,3.9,327,0.12,720,Black,Wallet for Men,17.037351850905495
"Samsung 7 kg Fully-Automatic Top Loading Washing Machine (WA70A4002GS/TL, Imperial Silver, Diamond drum)",appliances,Washing Machines,https://m.media-amazon.com/images/I/510mV2GAtkL._AC_UL320_.jpg,4.4,0,3.02,788,Purple,7 kg Fully-Automatic Top,13.246895133480288
"Samsung 7 Kg Inverter 5 Star Fully-Automatic Top Load Eco Bubble Washing Machine (WA70BG4441YYTL, Bubble Storm Technology,...",appliances,Washing Machines,https://m.media-amazon.com/images/I/61Ct6+KF4AL._AC_UL320_.jpg,4.2,0,3.24,851,Black,"(WA70BG4441YYTL, Bubble Storm",28.045498403597627
"Samsung 6.5 Kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine (WA65T4262FS/TL , Silver, Wobble technology)",appliances,Washing Machines,https://m.media-amazon.com/images/I/61Mt19diw9L._AC_UL320_.jpg,4.3,0,3.44,227,Yellow,Star Inverter Fully-Automatic,24.28009409225746
"LG 7 Kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine (T70SKSF1Z, Middle Free Silver, Smart Motion & TurboDrum)",appliances,Washing Machines,https://m.media-amazon.com/images/I/71xTwKIBX-L._AC_UL320_.jpg,4.3,0,4.03,78,Green,Smart Motion &,15.385601113543611
"Samsung 7.0 Kg 5 Star Semi-Automatic Top Loading Washing Machine (WT70M3000UU/TL, LIGHT GRAY, Double Storm Pulsator)",appliances,Washing Machines,https://m.media-amazon.com/images/I/71StafL7njL._AC_UL320_.jpg,4.2,852,1.94,388,White,"Washing Machine (WT70M3000UU/TL, LIGHT GRAY,",1.0952507648301835
"Samsung 6.0 Kg Inverter 5 Star Fully-Automatic Front Loading Washing Machine (WW60R20GLMA/TL, White, Hygiene Steam)",appliances,Washing Machines,https://m.media-amazon.com/images/I/71zBUvib7WL._AC_UL320_.jpg,4.4,0,3.87,466,White,Fully-Automatic Front Loading Washing Machine,14.76201255515537
"LG 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine (P7020NGAZ, Dark Gray, Wind Jet Dry)",appliances,Washing Machines,https://m.media-amazon.com/images/I/61xtcXJfYaL._AC_UL320_.jpg,4.3,0,2.32,910,White,LG 7 Kg 5 Star,22.903041492098925
"Whirlpool 7 Kg 5 Star Royal Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL 7.0 GENX, Grey, Hard Water Wash)",appliances,Washing Machines,https://m.media-amazon.com/images/I/41h+ARl935L._AC_UL320_.jpg,4.2,0,2.73,199,Pink,Kg 5 Star Royal Fully-Automatic,28.78110592060109
"Whirlpool 6.5 Kg 5 Star Royal Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL 6.5 GENX, Grey, Hard Water Wash)",appliances,Washing Machines,https://m.media-amazon.com/images/I/41fM+QFtaQL._AC_UL320_.jpg,4.2,0,2.66,779,Orange,"Machine (WHITEMAGIC ROYAL 6.5 GENX,",1.360869055987467
"Whirlpool 7 Kg 5 Star Semi-Automatic Top Loading Washing Machine (SUPERB ATOM 70I Grey Dazzle, TurboScrub Technology)",appliances,Washing Machines,https://m.media-amazon.com/images/I/51TGSdVI1aL._AC_UL320_.jpg,4.3,0,1.81,888,Pink,ATOM 70I Grey,2.029414171298387
"Whirlpool 6 Kg 5 Star Royal Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL 6.0 GENX, Satin Grey, Hard Water...",appliances,Washing Machines,https://m.media-amazon.com/images/I/511tXz6RWYL._AC_UL320_.jpg,4.3,0,2.42,263,Orange,Whirlpool 6 Kg 5,10.515901929784302
"Whirlpool 6 Kg 5 Star Semi-Automatic Top Loading Washing Machine (SUPERB ATOM 60I, Grey Dazzle)",appliances,Washing Machines,https://m.media-amazon.com/images/I/51TGSdVI1aL._AC_UL320_.jpg,4.3,0,1.44,164,Green,Semi-Automatic Top Loading Washing,22.501451981222974
"Godrej 6.5 Kg Fully-Automatic Top Loading Washing Machine (WTEON 650 AP GPGR, Graphite Grey, I-Wash Technology)",appliances,Washing Machines,https://m.media-amazon.com/images/I/61-MVE47XbL._AC_UL320_.jpg,4.1,0,2.82,597,Orange,"Graphite Grey, I-Wash",0.4190105454570381
Bosch 8 kg 5 Star 1400RPM INVERTER TOUCH CONTROL Fully Automatic Front Load with Heater Silver  (WAJ28262IN),appliances,Washing Machines,https://m.media-amazon.com/images/I/61aB7OSEdfL._AC_UL320_.jpg,4.4,0,8.42,310,White,Automatic Front Load with Heater,11.910878679064616
"Bosch 7 kg 5 Star Inverter Touch Control Fully Automatic Front Loading Washing Machine with In - built Heater (WAJ2416SIN,...",appliances,Washing Machines,https://m.media-amazon.com/images/I/71A2wRV96mL._AC_UL320_.jpg,4.5,0,7.0,479,Green,Washing Machine with,2.353816480765941
"Whirlpool 7.5 Kg 5 Star Royal Plus Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL PLUS 7.5, Grey, Hard Wate...",appliances,Washing Machines,https://m.media-amazon.com/images/I/71pVSyDJD9L._AC_UL320_.jpg,4.2,0,2.92,343,Black,Machine (WHITEMAGIC ROYAL PLUS,14.389897041727625
"Whirlpool 7.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE 7.5 SUPREME, Grey Dazzle)",appliances,Washing Machines,https://m.media-amazon.com/images/I/41+sUhM2CVL._AC_UL320_.jpg,4.3,0,2.07,983,White,7.5 Kg 5 Star Semi-Automatic,11.955787999319078
"Samsung 7 Kg 5 Star Inverter, Hygiene Steam Fully-Automatic Front Loading Washing Machine (WW70T4020EE1TL, White, Diamond ...",appliances,Washing Machines,https://m.media-amazon.com/images/I/71ZVQgHR8oL._AC_UL320_.jpg,4.3,541,5.8,530,Pink,"Front Loading Washing Machine (WW70T4020EE1TL,",4.658016887958851
"Onida 6.5 kg Top Load Washer Only (WS65WLPT1LR Liliput, Lava Red)",appliances,Washing Machines,https://m.media-amazon.com/images/I/51XrJqjb0QL._AC_UL320_.jpg,4.2,0,0.84,271,Black,Onida 6.5 kg Top Load,17.58135964966505
OCTRA Mini Foldable Top Load Washing Machine Portable Small Automatic Cleaning Washer with Capacity of 2 kg Multicolour,appliances,Washing Machines,https://m.media-amazon.com/images/I/41fQIuzZEoL._AC_UL320_.jpg,5.0,4,1.3,183,White,Small Automatic Cleaning Washer with,22.788651063175195
"Samsung 6.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (WT65R2200LL/TL, Blue, Air Turbo Drying System)",appliances,Washing Machines,https://m.media-amazon.com/images/I/71WZd+x2RQL._AC_UL320_.jpg,4.1,562,1.8,349,Yellow,Kg 5 Star Semi-Automatic,29.07966075015252
"Panasonic 6 Kg 5 Star Fully-Automatic Top Loading Washing Machine ( NA-F60LF1HRB, Grey, Durable Metal Body, 8 Wash Progra...",appliances,Washing Machines,https://m.media-amazon.com/images/I/51uVzVsKuZL._AC_UL320_.jpg,4.4,0,2.88,330,Red,Loading Washing Machine (,12.269032030513552
"Samsung 8 Kg 5 Star AI Control & Wi-Fi, Fully-Automatic Front Loading Washing Machine (WW80T504DAB1TL, Black Caviar, Digit...",appliances,Washing Machines,https://m.media-amazon.com/images/I/71Q9gXbXgDL._AC_UL320_.jpg,4.3,768,7.46,63,Yellow,"& Wi-Fi, Fully-Automatic Front",2.691411880393708
"LG 7 Kg 5 Star Inverter Touch panel Fully-Automatic Front Load Washing Machine with In-Built Heater (FHM1207SDM, Middle Bl...",appliances,Washing Machines,https://m.media-amazon.com/images/I/71SxDr8ybbL._AC_UL320_.jpg,4.3,0,6.33,84,Orange,"with In-Built Heater (FHM1207SDM,",3.2908933297354324
"Samsung 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (WT85B4200GG/TL, Light Grey, Air turbo drying)",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71UT1TNUtBL._AC_UL320_.jpg,4.3,477,2.55,856,Green,"Loading Washing Machine (WT85B4200GG/TL,",26.86646383272395
"IFB 6 Kg 5 Star Front Load Washing Machine 2X Power Steam (DIVA AQUA SXS 6008, Silver, In-built Heater, 4 years Comprehens...",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71aXjFRD35L._AC_UL320_.jpg,4.2,0,4.07,875,Yellow,Washing Machine 2X,27.557774291237454
"Samsung 8 Kg Inverter 5 Star Fully-Automatic Top Load Ecobubble Washing Machine (WA80BG4441BGTL, Bubble Storm Technology, ...",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/6138Ri5jGGL._AC_UL320_.jpg,4.0,676,3.89,665,Red,Top Load Ecobubble Washing Machine,11.075440045869628
"IFB 6.5 Kg 5 Star Top Load Washing Machine Aqua Conserve (TL-REW 6.5KG AQUA, White, Hard Water Wash, Smart Sense)",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61CH5bFxAlL._AC_UL320_.jpg,4.3,0,2.88,779,Green,6.5 Kg 5,12.95176788136284
"IFB 7.0 Kg 5 Star Top Load Washing Machine Aqua Conserve (TL-RES 7.0KG AQUA, Light Grey, Hard Water Wash, Smart Sense)",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61xWpnsT5VL._AC_UL320_.jpg,4.1,714,3.1,419,Pink,"(TL-RES 7.0KG AQUA,",23.33887126149798
"Whirlpool 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE 8.5 TRB DRY GREY DAZZLE (10YR)-N, Grey Dazzle, 2x ...",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41Z10qdu1QL._AC_UL320_.jpg,4.3,877,2.51,942,Orange,Semi-Automatic Top Loading Washing Machine,0.2644634621030695
"Haier 6 kg Fully-Automatic Top Loading Washing Machine (HWM60-1269DB, Moonlight Grey)",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/2188UNxuyDL._AC_UL320_.jpg,4.2,593,2.56,376,Green,"Washing Machine (HWM60-1269DB, Moonlight Grey)",2.228194078445566
"IFB 6 Kg 5 Star Front Load Washing Machine 2X Power Steam (DIVA AQUA BXS 6008, White & Black, In-built Heater, 4 years Com...",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61p40Tv8joL._AC_UL320_.jpg,4.2,0,3.9,287,Yellow,"Steam (DIVA AQUA BXS 6008,",27.237597139868
DMR 30-1208 Portable 3kg Mini Washing Machine with dryer basket - Blue (with 1 year Free Spare Supply Warranty),appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51tCRNMG+pL._AC_UL320_.jpg,3.7,0,0.94,579,Black,with dryer basket,23.79234633502879
"Whirlpool 7.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine with In-Built Heater (360 BLOOMWASH PRO (540) H 7.5, G...",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/619IXFN9gUL._AC_UL320_.jpg,4.1,0,4.35,263,Pink,"PRO (540) H 7.5, G...",25.794079516885983
The Bling Stores Mini Foldable Washing Machine | Undergarments and use in travel also | Ultrasonic Cleaning Machine | Smal...,appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51yb8V2m-wL._AC_UL320_.jpg,3.5,86,1.01,238,Red,Machine | Smal...,18.211211817271895
"LG 8 Kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine (T80SJMB1Z, Middle Black, Jet Spray+)",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/619+nBuezlL._AC_UL320_.jpg,4.4,545,5.61,298,Red,Kg 5 Star,2.049110856168256
"LG 7 Kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine (T70SJMB1Z, Middle Black, Jet Spray+)",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61GoyHYtqQL._AC_UL320_.jpg,4.4,694,4.61,621,Yellow,Fully-Automatic Top Loading Washing Machine,22.330576236414203
"Samsung 7 Kg 5 Star AI Control & Wi-Fi, Fully-Automatic Front Loading Washing Machine (WW70T502NAN1TL, Inox, Digital Inver...",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71JZ0hRfwqL._AC_UL320_.jpg,4.3,490,6.98,626,Red,7 Kg 5,16.34935290914054
"White Westinghouse 6 kg Semi Automatic Top loading washing machine ( CSW6000N, Grey )",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61S2wgBNJhL._AC_UL320_.jpg,3.9,118,1.37,392,Red,6 kg Semi Automatic,26.348541571977385
"LG 8 Kg 5 Star Inverter Touch Control Fully-Automatic Front Load Washing Machine with In-Built Heater (FHM1408BDW, White, ...",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61HYe0mzhIL._AC_UL320_.jpg,4.4,0,6.19,709,Orange,Control Fully-Automatic Front Load Washing,13.076459295675948
"IFB 7 Kg 5 Star Front Load Washing Machine 2X Power Steam (NEO DIVA BXS 7010, White & Black, In-built Heater, 4 years Comp...",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61LHiOQzZeL._AC_UL320_.jpg,4.3,0,5.11,509,Orange,"7010, White & Black,",0.011027752350872833
"AmazonBasics 7 kg Semi Automatic Top Load Washing Machine (with Heavy wash function, White)",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71+JK-QC68L._AC_UL320_.jpg,3.9,790,2.45,231,Blue,"(with Heavy wash function, White)",17.83365248850783
"ONIDA 7 kg Semi Automatic Top Load Grey (S70GR,Grey, 5 Spin Storm Pulsator)",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ndHyrpKqL._AC_UL320_.jpg,4.5,2,1.8,301,Blue,"(S70GR,Grey, 5 Spin Storm",19.41764608311838
"Godrej 7 Kg 5 Star Fully-Automatic Top Loading Washing Machine (WTEON 700 5.0 AP GPGR, Graphite Grey)",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/510E1AS13zL._AC_UL320_.jpg,4.2,382,2.86,373,Red,Fully-Automatic Top Loading Washing Machine,22.750388859123486
"Bosch 6 kg 5 Star Inverter Fully Automatic Front Loading Washing Machine with In - built Heater (WLJ2016WIN, White )",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ChghNBPrL._AC_UL320_.jpg,4.4,0,5.44,204,Blue,Loading Washing Machine,12.686134395403048
"Whirlpool Renque Scalegon for Front/Top Loading Washing Machine, 300 gm-Combo Pack of 3",appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/818eYrmMLEL._AC_UL320_.jpg,3.9,31,0.1,306,Black,gm-Combo Pack of 3,8.22882784528448
DMR 46-1218 Single Tub Washing Machine with steel dryer basket - Blue,appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61tnOSSbwHL._AC_UL320_.jpg,3.7,0,1.15,997,Orange,DMR 46-1218 Single Tub Washing,6.6940383723609775
Hilton 3 kg Single-Tub Washing Machine with Spin Dryer Portable Single Tub Washer - The Laundry Alternative Portable Cloth...,appliances,Washing Machines,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51kT+2eH2qL._AC_UL320_.jpg,3.8,0,0.86,510,Black,with Spin Dryer Portable,26.963754154911022
"Samsung 9 Kg WiFi Enabled Inverter 5 Star Fully-Automatic Top Load Ecobubble Washing Machine (WA90BG4542BDTL, Bubble Storm...",appliances,Washing Machines,https://m.media-amazon.com/images/I/61as5FOYjGL._AC_UL320_.jpg,3.8,61,4.39,314,Green,Inverter 5 Star Fully-Automatic Top,5.231236916805324
